from_account_id,from_account_name,from_account_country,from_account_business_type,from_account_expected_turnover
GB48UVQV15481654927658,"Mckay, Stout and Hill",SE,Textile,1288002.08
GB02UTMY56827227967499,Baker and Sons,SE,Consulting,1142493.03
GB57FEWB80299089572140,Pope Ltd,DK,Agriculture,569731.79
GB92MMBN44238524849232,Nelson Group,DK,Shipping,488092.88
GB02FQMB54835615472880,Dunlap Group,NO,Agriculture,1312587.5
GB61DGPK08167146459329,Reed Group,DK,Shipping,1837047.55
GB67RPTO43211122990944,"Jennings, James and Fletcher",FI,,1318034
GB85EZJU44209977617938,Larsen Group,DK,,206229.12
GB97ZVIE58200141322249,"Baldwin, Kelly and Henson",NO,Consulting,1291982.27
GB37LIMH40685198970967,Morton-Wolf,NO,Shipping,166265.99
GB54GTSG77583811462714,Vaughn and Sons,DK,Consulting,560365.79
GB47KYED17969386282800,Johnson-Long,NO,Agriculture,1718042.03
GB45JCCC45890060992853,Murphy-Wells,DK,Shipping,1429317.68
GB02QLTK03528356349293,Baldwin Ltd,FI,Agriculture,1532739.25
GB09FQWF18207883010695,"Rangel, Tyler and Hartman",NO,Electronics,245713.76
GB38KSHK84680229369508,"Foley, Black and Orozco",FI,Agriculture,1134762.73
GB21OSNW80863622256336,"Zuniga, Walker and Melendez",NO,Agriculture,873217.83
GB52XSIJ80178860572908,Edwards-Rush,DK,Electronics,1332140.66
GB58PYMM14353728723804,Anderson PLC,DK,Electronics,1221606.99
GB03AGMX60993724584810,"Diaz, Lindsey and Roth",DK,Textile,1064362.45
GB73YIMK75591955876304,Young-Foster,NO,Consulting,66138.47
GB87TWRL68502472334445,Allen-Watkins,FI,Consulting,64939.85
GB46RKCF64565692072034,Mcguire-Khan,FI,Consulting,1664888.84
GB58GMSZ48773731066946,"Cruz, Cobb and Williams",DK,Consulting,58038.01
GB85PRZV61494813561802,Sanchez-Drake,DK,Shipping,1997097.54
GB32VPRA16888544556633,Andrews Inc,DK,Electronics,1820359.22
GB87HLEY10881652339322,Austin-Kelly,DK,Shipping,1798049.39
GB53YUXI94241461759822,"Becker, Cole and Clark",FI,Shipping,1812329.08
GB32EVEF73997308797869,Kirby Group,FI,Textile,265007.98
GB63IJVM02511756596284,"Steele, Lee and Booth",DK,Consulting,57852.99
GB47CXQF58675716401357,"Abbott, Greene and Garner",SE,Electronics,1353671.17
GB90YKXT32302861358391,"Martinez, Carr and Gill",FI,Agriculture,148312.62
GB80ITFY13149502810776,Davis-Mills,DK,Electronics,1724536.68
GB94NJIM57752588817612,Little LLC,SE,Shipping,1317084.44
GB93BXIP34178163508481,Peck and Sons,NO,,1964805.79
GB59WGMN79338884195236,"Jackson, Moore and Jones",SE,Agriculture,1924375.8
GB40CFOV53727190251600,"Russell, Davis and Zavala",SE,Agriculture,1687830.42
GB43AEYP04866588010895,Beck-Leon,DK,Consulting,524804.71
GB70BRQY83592577351936,Lopez Group,DK,Textile,1989023.92
GB12WVYY76674393580008,Hughes-Ray,FI,Agriculture,572684.86
GB86HKOL91645269409782,"Neal, Anderson and Turner",FI,Shipping,63605.37
GB64WEHB53570662701725,Perez-Smith,NO,Consulting,1757769.8
GB39MAYR45122307593104,Johnston-Copeland,FI,Shipping,608824.24
GB73TYAP88223378284984,Perez Inc,NO,Agriculture,1105276.37
GB10QERB63147512007691,Smith-Morris,NO,Consulting,1036604.41
GB75ZNDT70384518110479,Ramirez Inc,DK,Agriculture,549403.61
GB24YFGM13240501588985,Caldwell LLC,NO,Agriculture,1670711.65
GB77ZISC62095879132581,"Patrick, Lambert and Green",NO,Shipping,1309937.15
GB20GFSR82671557498839,Cobb PLC,SE,Consulting,380404.73
GB65NWDC76006492801076,Freeman-Holt,NO,Electronics,392862.88
GB86BPSM82958224836318,Murphy Inc,NO,Consulting,1369120.48
GB80UUHP50914795343810,Davis-Reeves,SE,Textile,422691.57
GB30POJH95442329245413,Campos-Morgan,FI,Electronics,1508853.1
GB64BHNV08048546828576,Smith-Cannon,NO,Agriculture,1031854.46
GB94GBUK73135513271398,Berger-Beck,NO,Agriculture,1413466.69
GB89HFHL97771633995558,Henderson-Perry,FI,Consulting,1021448.31
GB95UGCA41798731691416,"Lam, Myers and Jennings",DK,Shipping,117194.64
GB74VHDJ96943052867228,Le-Rodriguez,DK,Textile,505425.83
GB18NUCH10749384237517,Gibson-Key,FI,Shipping,1501236.46
GB48QYBQ12832455993083,Bautista and Sons,SE,Shipping,932694.58
GB63TSLX92042880679930,Duncan Ltd,SE,Shipping,1496445.5
GB83NHGQ01189745528889,Hartman Ltd,SE,Textile,420807.45
GB14EIHF01561207783261,Murillo-Rangel,FI,Shipping,1939138.52
GB58VPVB81742384266533,Clark Inc,SE,Agriculture,875618.12
GB15RVHP34621065825856,"Bennett, Anderson and Pena",NO,Agriculture,1397451.06
GB36GCYK04867647668805,Howard-Johnson,FI,Shipping,1918707.81
GB30SBJM42457178979997,Willis and Sons,FI,Electronics,1819100.63
GB43SCLV72714609873293,Fletcher-Hudson,SE,Shipping,887596.86
GB34PVER83374572638937,Santiago PLC,NO,Electronics,1807532.04
GB08PMDM62220056350448,"Campos, Vasquez and Edwards",FI,Textile,1730563.22
GB04LDOC12920344139443,Paul-Sanders,FI,Textile,1740744.11
GB44WZKB23750179557907,"Newton, Edwards and Hansen",DK,Electronics,1001937.88
GB79GQHB98658206056106,"Johnson, Jones and Smith",NO,Shipping,818586.05
GB75PQGV68328607634245,"Smith, Young and Ruiz",FI,Electronics,1413243.49
GB28VAUI39788196352378,Johnson Inc,FI,Agriculture,1807323.02
GB56KWOH23927603053183,"Rowe, Robertson and Hayes",FI,Shipping,1891880.88
GB50UFLY57721880279716,Smith-Chambers,FI,Electronics,1180550.03
GB91UGFM95530385117630,Hernandez-Benjamin,SE,Agriculture,1293617.42
GB97WUXV79387203012205,"Ross, Mcbride and Brown",NO,Textile,95825.81
GB08BOCS80593696145283,Meyers-Bradley,NO,Agriculture,1899808.82
GB89MIBR57241590260725,"Logan, Phillips and Fox",DK,Electronics,577289.39
GB37XEHZ42988783226388,Gomez LLC,FI,Electronics,412325.68
GB27QWYL52031778946620,Carroll-Ramirez,NO,Agriculture,1406446.93
GB68DBVX06517710849726,"Olson, Harvey and Kelley",SE,Shipping,263027.13
GB22PPOS27159585236329,Pham Group,FI,Textile,1257892.86
GB70JKYY11573176838845,Peterson-Colon,FI,Textile,755926.58
GB07VHHL75968514481483,Morgan-Castillo,SE,Electronics,1020938.33
GB05CEQY34001341396589,Mahoney-Humphrey,FI,Shipping,543947.17
GB60DEEY60847120222211,Brown Ltd,SE,Textile,1736029.32
GB64NCBH71304031536317,Campbell-Velazquez,DK,Textile,682814.75
GB46TEAB71635077704038,Mosley LLC,DK,Consulting,1056082.79
GB76CZVV96878472855707,Moore-Roberts,FI,Agriculture,591358.68
GB88OTTZ40816841570646,Chang PLC,SE,Electronics,651459.71
GB85GOYU83688113321360,West-Moody,FI,Textile,848493.62
GB03KZUG83683030918024,"Bailey, Richardson and Gentry",SE,Textile,708272.56
GB60YLOV01661470555426,Hansen-Watson,DK,Consulting,1360942.46
GB45AYQR33583009787546,Mahoney-Thompson,SE,Textile,462919.34
GB37XLKC16490228059613,"Obrien, Reynolds and Robertson",NO,Electronics,1091061.8
GB10XQTU88482079235668,Ross-Anderson,NO,Agriculture,721556.77
GB19FCPW13683357521431,Cummings Inc,SE,Shipping,1653878.7
GB07GIMR67272036874724,Hogan and Sons,DK,Agriculture,1951890.88
GB49ASYN06287567040470,White Group,DK,Textile,1638458.58
GB08TCBZ64248483035648,Buchanan-Mays,DK,Electronics,1050317.05
GB46AWDE06392653511161,"Carney, Cox and Lowe",NO,Textile,456974.03
GB55DWTM27931066260039,"Williams, Andrews and Baker",FI,Electronics,421376.05
GB03WSZL50120727187886,"Raymond, Baker and Jones",SE,Textile,884667.17
GB16XWNB68657611087596,Hughes-Buck,NO,Electronics,1100248.37
GB31KORX01925872563547,"Gillespie, Lynch and Cooper",NO,Agriculture,466133.35
GB30XQPA96975245803859,Andrews-Nelson,FI,Textile,1756496.4
GB34LGVS90300891201554,Stafford and Sons,FI,Textile,383501.77
GB95OEZD18530350125892,Powers-Stephens,NO,,1295841.26
GB61YAIS49801813537587,Barnes-Fuller,DK,Consulting,1542439.68
GB07LCLE84952755869024,Wilson-Turner,FI,Textile,1355733.96
GB82ILEO35103528830527,Bowen Inc,DK,Consulting,543758.81
GB72XVSQ66623871948734,Gutierrez Ltd,NO,Agriculture,353573.52
GB28HANG98086778258652,Smith PLC,FI,Electronics,1313763.38
GB14VMPM85056077905626,Harmon-Lee,NO,Consulting,206577.13
GB34KKOE03211059344322,Adams-Sanders,DK,Textile,1133084.95
GB30KLFQ03479059295442,Jacobs Group,NO,Electronics,300022.96
GB25NPSQ01240699668053,Steele Inc,FI,Consulting,454288.19
GB76CUTT20814101425593,Young PLC,NO,Textile,96900.96
GB87PVSX75762948149999,"Gomez, Stephens and Wells",NO,Agriculture,1305769.1
GB03LPUU72337920412944,Tate PLC,DK,Textile,70450.47
GB46CPEO64708737058052,"Middleton, Hickman and Jackson",NO,Electronics,1737745.52
GB63FROG41304369441554,"Alexander, Riley and Harding",FI,Electronics,299385.73
GB57XCER94836089186527,"Nelson, Scott and Gonzalez",DK,Electronics,1615609.5
GB47KUUR23908094950680,"Daniels, Chang and Trujillo",SE,Consulting,1792683.87
GB29VEJN37049640108609,"Harrison, Collins and West",SE,Consulting,878620.92
GB02BVIP23835793250533,"Moore, Hayes and Nelson",DK,Agriculture,1212640.46
GB02ANKF08794948423701,Rodriguez PLC,DK,Shipping,511971.4
GB84MCFP74721749714559,Alexander-Holt,FI,Textile,1301501.03
GB69HNDM91375903020235,"Copeland, Parker and Olson",FI,Textile,86294.97
GB19HFON60726590930106,Nguyen LLC,NO,Textile,79789.38
GB11XAEK56685476391390,Chang LLC,FI,Textile,1286159.51
GB68JBDB78412184908616,Weaver-Chambers,NO,Consulting,215817.23
GB04TCTV54586570945303,Ross PLC,SE,Electronics,1637079.56
GB90PUEY50811589511945,Allen Group,DK,Agriculture,1200285
GB36MZRC31184633701456,Reynolds PLC,NO,Textile,424568.01
GB09DYDI80571510634594,Cox Group,NO,Electronics,287982.72
GB40PRAJ95920595046123,"Miles, Vasquez and Smith",SE,Electronics,1716085.33
GB54GFJI14689805152071,"Johnson, West and Madden",DK,Consulting,711832.46
GB38PFMS78884062820720,"Small, Cooper and Taylor",DK,Shipping,413898.67
GB57GNCR30835754142510,Baker-Smith,SE,Electronics,467506.41
GB73IPKB01469349692722,Taylor-Maldonado,NO,Electronics,757765
GB73GDZK93701424542604,Bailey-Kennedy,FI,Electronics,1245284.5
GB06BUNL76269835845293,"Eaton, Murphy and Nicholson",NO,Textile,1153646.16
GB88KEZR61091671946514,Park-Thompson,NO,Textile,1189093.45
GB36PQOL14052243462699,Campos Group,FI,Textile,1960767.12
GB59TBIT10625902249467,"Williams, Pineda and Morgan",DK,Textile,1943576.29
GB48OHPB23044160553285,Bruce-Crane,SE,Textile,1981711.15
GB53HETT45112238145867,Flynn Inc,NO,Electronics,208869.65
GB49DXCU50520441962466,"Hickman, Lee and Tyler",SE,Agriculture,1147474.88
GB41WNZG47363809319788,Garcia and Sons,SE,Shipping,636038.61
GB12GJHZ02089069323807,"Barnes, Williams and Smith",DK,Consulting,1044060.22
GB25RUSZ68467418229574,"Mason, Warren and Lyons",NO,Consulting,1211672.55
GB78FZKJ84606067276250,"Sheppard, Hamilton and Lowe",FI,Electronics,1482058.56
GB24SPAH21257045508839,Kim and Sons,SE,Consulting,756594.6
GB46SYUP06234758558002,"Clark, Daniels and Carrillo",FI,Electronics,326859.91
GB67DARQ24320885568091,Potts-Elliott,SE,Electronics,766903.65
GB10UBFS35945829645913,Jones Ltd,SE,Electronics,460843.56
GB59ROFD47182581876358,"Dennis, Higgins and Gray",SE,Electronics,1222479.22
GB36GHEN45559204113547,"Cox, Green and Kemp",NO,Electronics,1254293.11
GB67OWDE80448371120376,Hanson PLC,FI,Shipping,466227.07
GB50RGEU51709511233157,Mullins-Wells,NO,Textile,199783.53
GB22MLXV26170252496860,Jordan Ltd,FI,Agriculture,366899.55
GB46FVDV43850261144731,"Sullivan, Clark and Thomas",FI,Consulting,397652.38
GB61KOMW40179299097176,Lopez Ltd,SE,Agriculture,1327964.85
GB69SBDT19036667465226,"Shannon, Snyder and Erickson",NO,Shipping,673148.08
GB81KALK64906076231541,Klein-Vasquez,SE,Shipping,532862.45
GB63ROQR37528320070977,Walsh-Barrett,SE,Consulting,54828.61
GB21LVSO93161348529518,"Duncan, Stephens and Harris",SE,Shipping,771465.71
GB72ZQOR35679893556788,"Mendez, Mclaughlin and Carrillo",DK,Textile,1400754.99
GB05KCQY68266502686288,"Hernandez, Owens and Cole",NO,Consulting,785604.87
GB66DAOE41396211721047,"Mason, Rodriguez and Chapman",FI,,99277.48
GB64ZMWI32690055589953,Perry-Hammond,NO,Consulting,71039.54
GB98IKBT75678978719143,Cameron-Allen,SE,Shipping,770689.3
GB61SZBO74286165834721,Malone PLC,DK,,1654213.33
GB43DKVL86004758123696,Arroyo Inc,FI,Shipping,1965094.32
GB84OHZA18552839333482,Chen PLC,FI,Textile,91542.79
GB27VVPN53940307247520,Gardner-Patton,DK,Consulting,734601.06
GB57MPFA21220945944997,"Bryant, Perez and Barnett",DK,Electronics,1580730.83
GB13NTHE64051507670901,Baker-Petty,DK,Textile,1467240.87
GB33EGPL76956587969213,Stephens-Munoz,NO,Consulting,233773.47
GB69BOKZ24521655140361,Jones Ltd,DK,Electronics,275156.73
GB18VRUV52156126763897,Valencia-Johnson,NO,Electronics,1476840.21
GB04EGDW83526785651930,Phillips-Morris,NO,Textile,348493.87
GB30UYLJ15290805079612,Lawson-Smith,FI,Agriculture,1806025.03
GB12UFZA83435133412799,Harrison-Thompson,DK,Textile,921221.91
GB81SNUF45001963958279,"Clark, Knox and Torres",NO,Agriculture,1244007.47
GB29CJMR14862920195963,Bailey PLC,SE,Electronics,681911.26
GB46TZTA25441927334104,"Dixon, Tyler and Santos",DK,Textile,1257640.23
GB38OLXJ69204339407211,Phillips LLC,SE,Consulting,1555583.62
GB90JGMH94183851956113,Hernandez-Hunt,SE,Textile,1702553.44
GB73IHZU53046178386826,Yoder-Mcbride,FI,Textile,608329.81
GB77HFVG36994289991682,Smith PLC,SE,Shipping,1535038.65
GB60EZSA66534489335221,Vasquez Group,NO,Textile,1773841.27
GB63FAPX55741812197790,Newton Group,NO,Consulting,57165.78
GB95PDWC62021548374721,Russell-Clark,DK,Shipping,619168.08
GB21GYIM43914196428312,"Young, Yates and Bradley",DK,Shipping,351783.43
GB74KKCJ69646524029614,Sparks LLC,NO,Consulting,415180.96
GB68EPBO21262828708194,Rose PLC,SE,Electronics,1589125.78
GB54XQSX22017855650619,Schroeder and Sons,FI,Consulting,1479442.95
GB13TEYO47834366472776,Gray PLC,DK,Electronics,181639.63
GB69KTNW02151807736143,Mann and Sons,NO,Textile,692475.79
GB79URWX65987495028382,"Holland, Anderson and Allen",NO,Agriculture,1640389.2
GB41EUYQ13747325355964,Hunt-Cunningham,NO,Agriculture,904003.28
GB56ENNU62732448926639,Smith-Roberts,SE,Shipping,1888721.88
GB40PWBW44836189143939,Foster Ltd,DK,Agriculture,1773770.25
GB80VYSN32353403460954,French-Johnson,FI,Consulting,79116.28
GB88HADM71183686064313,Roth-Moore,SE,Agriculture,1665439.53
GB03XNHH78253343596679,Hodge and Sons,SE,Electronics,1253441.02
GB47JUEK40698552186530,Smith LLC,FI,Textile,156880.47
GB77IWRJ04231148604434,Jimenez-Castillo,SE,,501119.22
GB72REBX97223958936043,Ortiz Inc,NO,Agriculture,443907.81
GB44MATT58740009218859,Galloway-Alvarez,SE,Textile,1319213.32
GB37PFAO99776037694235,"George, Hall and Porter",NO,Consulting,63340.35
GB37LHRH57939483150502,Frey-Frazier,FI,Consulting,1811695
GB06ZOIL12713285541110,Owens-Collins,DK,Textile,1870413.34
GB17TJQT90205290464096,Santiago-Conley,FI,Consulting,72527.34
GB48DHVN47540649167375,"Sherman, White and Young",SE,Textile,401947.93
GB90SWWV28154794197239,Camacho-Stanley,SE,Textile,946274.77
GB98JUMF78530821489808,"Baker, Colon and Berry",SE,Electronics,1451267.41
GB25FSJD90052632774442,Beck and Sons,SE,Agriculture,1841930.94
GB67OOWD40939361652231,Rodriguez-Johnson,DK,Consulting,519738.63
GB75EJMT55680140935941,"Parker, Roth and Macdonald",NO,Consulting,1374322.81
GB36QTPP82174732589550,"Moore, Hopkins and Johnson",NO,Textile,1487610.42
GB24BZWB16782244062445,Booker Ltd,NO,Consulting,1817176.94
GB46DQEF48572556187988,Graves and Sons,SE,Agriculture,195528.46
GB51DENG05081734031479,Richardson-Reid,NO,Agriculture,1794353.81
GB53KXHM29257348674673,Baker Ltd,FI,Shipping,309068.01
GB76JVGQ84446811327733,Oliver-Hughes,DK,Electronics,135481.92
GB60FJZY27182937065185,Phillips-Dennis,FI,Consulting,133622.57
GB40NPPZ39086533383825,"Watkins, Snyder and Vincent",DK,Agriculture,1221744.23
GB35RLSM81400187435756,Burgess-Oconnell,NO,Agriculture,542959.2
GB67TCFK96990859946619,Blankenship and Sons,SE,Textile,809244.5
GB90CIJU81836272656793,Cunningham PLC,FI,Shipping,1424779.44
GB64LICV31565512430874,"Blake, Everett and Lyons",FI,Textile,1102754.86
GB51MUEC53800167495580,"Stone, Wolfe and Meyer",NO,Electronics,1123294.25
GB25KDWN18491661679420,Parker-Baker,DK,Shipping,1909004.78
GB03LNDQ66022878844020,Hobbs-Robinson,DK,Textile,664337.03
GB15KANB22999787228731,Parker-Martinez,SE,Consulting,1482595.25
GB79NIBE43842369683284,Lane Inc,FI,Shipping,1775154.02
GB20ZBWO89003813231772,Martinez PLC,FI,Shipping,1730248.46
GB72RBUD63365733135300,"Cain, Sheppard and Myers",DK,Electronics,1886785.57
GB43XUQN81272779431057,"Wright, Lara and Ramirez",SE,Shipping,1725116.64
GB08EQIL18195973190510,Jones Group,SE,Agriculture,863460.82
GB37PXBV31982044450175,Garcia Ltd,FI,Electronics,559389.49
GB59AJBA15660137374976,Edwards Group,SE,Textile,746884.15
GB27BHGG81826080828277,Carney Group,FI,Agriculture,1052387.94
GB19WKVJ98349972191942,Williamson-Smith,FI,Textile,1633949.33
GB44VROB19369990422340,Thornton PLC,SE,Textile,1515291.51
GB73IAJO59565642305323,"Thompson, Fisher and Mitchell",DK,Electronics,532513.49
GB26ZMWP20948476863861,Reese-Walton,SE,Consulting,1173158.36
GB30VGIU94515943023126,"Combs, Williamson and Patterson",SE,Consulting,1864829.01
GB20JCCQ97388865375552,"Whitehead, Miller and Adams",FI,Textile,1164354.4
GB22OGCR25176252477082,Garcia-Marquez,DK,Textile,1426200.76
GB49QXQG70116532243491,Barrera-Gomez,FI,Agriculture,536752.43
GB90XYFA56391643932719,"Armstrong, Oneal and Hughes",SE,Electronics,339082.56
GB69IXVV57765248879635,Taylor and Sons,DK,Agriculture,954589.49
GB11FKPN74879755120640,King and Sons,DK,Textile,114379.25
GB90RETQ20244500240921,Campbell-Palmer,SE,Textile,398560.57
GB51UQIB05304889648478,Burgess Group,DK,Electronics,851146.64
GB03GCZZ98369025565454,Stevens-Brooks,NO,Textile,683666.32
GB56UWPU46438013619227,Carter-Bradley,DK,Consulting,1451975.96
GB05ETIF34434182057061,"Smith, Kemp and Jones",FI,Electronics,424240.85
GB09LYTG49287219653448,"Zhang, Swanson and Shaw",SE,Electronics,1671009.74
GB43DVHI11683019132315,Castillo Group,NO,Electronics,1230726.96
GB34YCGL17027353146397,Hall Group,NO,Consulting,1010915.35
GB07AXLQ07751477591214,Costa Inc,SE,Electronics,120590.51
GB83ZMAS01405369880812,Kim-Graham,DK,Consulting,1540169.07
GB77TQSB54125620327301,Bell Group,SE,Shipping,1647880.18
GB94ECNG70199851309643,Vincent-Williams,SE,Shipping,1774510.27
GB69SHWV06304449372271,Richards-Rose,FI,Textile,1158596.76
GB76THIK86148757020124,"Reynolds, Wood and West",SE,Electronics,381096.74
GB64BURJ29917778812093,Bryant PLC,NO,Shipping,1517093.51
GB58SUSM78485671195948,Ochoa-Ford,SE,Agriculture,1901345.66
GB63FIMB71707781393138,Fleming and Sons,SE,Shipping,304232.01
GB74PRFV45323717335475,Mitchell LLC,NO,Textile,1391712.6
GB59EGNH95504874907462,Lewis-Pierce,SE,Electronics,793051.47
GB23ZICI08251522684171,Davis Group,NO,Textile,56740.08
GB18URKB32257957177888,Bennett-Payne,DK,Agriculture,1114549.69
GB94CPVL70310695156601,"Williams, Murphy and Williams",FI,Shipping,143522.67
GB47NJLT46307955894676,Roth Ltd,SE,Shipping,1598626.99
GB35KXNL86191908609288,"Price, Salinas and Robinson",SE,Agriculture,1692351.73
GB64YHFR98885881837691,"Robinson, Bennett and Hernandez",DK,Consulting,146475.51
GB51INQP95264879008514,Bowers and Sons,DK,Shipping,72547.5
GB17CKAM04702747858483,Baker LLC,FI,Agriculture,384633.61
GB94MFCM70983312809116,Brown Ltd,NO,Agriculture,1264163.89
GB25RXTT58505491950226,Flores Ltd,SE,Agriculture,289607.96
GB81ZNCN31300902923675,"Scott, Porter and Davis",SE,Consulting,66628.96
GB90VVYP83412006046134,"Martinez, Martinez and Rich",DK,Agriculture,1633334.21
GB31JMER64739986557355,Cooper-Turner,SE,Electronics,1628111.32
GB25SQBO75299790948880,"Reynolds, Morris and Brown",FI,Shipping,1578115.11
GB88ZVIY32333703361931,Lowe Inc,FI,Textile,348818.29
GB30DINQ48248680043031,Collier-Foster,DK,Electronics,71818.7
GB86FIQD09840004196393,Johnson-Lopez,FI,Shipping,532078.33
GB77BNJF96668372951876,"Myers, Allison and Gates",NO,Consulting,64663.78
GB19XUSQ13965635096578,Burnett-Harrison,SE,,516576.25
GB16DGEN43429896050775,"Leon, Robinson and Levine",NO,Agriculture,536253.06
GB16CQYV26428210547947,Norton-Gonzalez,DK,Consulting,76910.45
GB08QVZQ71037974303182,Berry PLC,SE,Electronics,1256385.07
GB92JRBD61096527543518,Fitzpatrick-Garcia,NO,Electronics,126315.16
GB37XHFR49348731906464,Harris-Patton,NO,Shipping,892854.81
GB77OCVA57255918476698,"Harris, Perez and Meyers",NO,Textile,556448.99
GB75JTMY84416591806095,Stuart-Day,DK,Agriculture,185584.43
GB02POND28314255890058,Hahn-Miles,SE,Shipping,1094467.19
GB22BEEE82058665043149,"Wilson, Fox and Hill",NO,Agriculture,987001.1
GB95RKPZ20921061198833,Davis Ltd,SE,Agriculture,220385.52
GB40RVRZ08874508310487,"Barnes, Perkins and Rodriguez",DK,Agriculture,165898.21
GB67ISDD27368767244814,Potts and Sons,FI,Consulting,1095527.99
GB92DNQW83949868968278,Rios-Carter,SE,Consulting,60499.55
GB27LHEU99977000622459,"Allen, Evans and Garcia",NO,Consulting,470863.09
GB80UPJO73151610889041,Hopkins-Diaz,FI,Shipping,443637.97
GB19IIES18732322341151,Gray LLC,SE,Textile,1088961.16
GB79TAJL07889517889581,Sanders Inc,SE,Electronics,892523.4
GB75VRCB87880608892507,Owen-Brady,FI,Electronics,1885689.89
GB32LXBA90292697165295,Freeman-Peterson,NO,Consulting,61536.13
GB68CEFP17631279553288,Brady-Dean,SE,Textile,401494.05
GB10DJHC85351525919256,"Allison, Fox and Duffy",SE,Electronics,1029156.04
GB71RGZM74591836561220,"Rowe, Rangel and Webb",DK,Agriculture,340009.65
GB23RCBT07334671374169,West Ltd,FI,Consulting,71362.3
GB34HPKH74378921053178,"Christian, Davis and Smith",FI,Electronics,145876.36
GB13ZNIM73570206859342,Brown PLC,DK,Textile,998390.01
GB69SOOO01593791473694,Jennings PLC,SE,Agriculture,104066.1
